RY_External_ID__c,Contact_Key,Intake_Key,Opportunity_Key,Submitted_Date__c,Status__c,Decision_Date__c
RY-APP-00292023,RY-CONT-00253392,RY-INTAKE-026,RY-OPP-00451765,2026-07-19,Submitted,2026-07-28
RY-APP-00301924,RY-CONT-00229799,RY-INTAKE-057,RY-OPP-00440801,2022-11-03,Submitted,2022-11-08
RY-APP-00305563,RY-CONT-00330319,RY-INTAKE-046,RY-OPP-00097090,2025-03-08,Submitted,2025-04-13
RY-APP-00310389,RY-CONT-00680714,RY-INTAKE-041,RY-OPP-00497158,2023-08-07,Accepted,2023-09-14
RY-APP-00311803,RY-CONT-00206036,RY-INTAKE-044,RY-OPP-00702618,2025-11-11,Accepted,2025-12-16
RY-APP-00312763,RY-CONT-00728005,RY-INTAKE-020,RY-OPP-00063777,2022-09-13,Accepted,2022-10-06
RY-APP-00316692,RY-CONT-01126763,RY-INTAKE-027,RY-OPP-00625867,2025-04-06,Accepted,2025-04-25
RY-APP-00317962,RY-CONT-00000476,RY-INTAKE-017,RY-OPP-00465702,2022-09-30,Accepted,2022-10-11
RY-APP-00320116,RY-CONT-00030452,RY-INTAKE-020,RY-OPP-00186284,2026-05-14,Accepted,2026-05-23
RY-APP-00320662,RY-CONT-00428257,RY-INTAKE-049,RY-OPP-00486547,2025-03-04,Waitlisted,2025-03-15
RY-APP-00322803,RY-CONT-01093142,RY-INTAKE-034,RY-OPP-00650781,2025-03-04,Withdrawn,2025-03-18
RY-APP-00327896,RY-CONT-00536141,RY-INTAKE-036,RY-OPP-00167668,2024-01-09,Withdrawn,2024-01-29
RY-APP-00330782,RY-CONT-00488536,RY-INTAKE-045,RY-OPP-00703760,2023-07-09,Withdrawn,2023-08-07
RY-APP-00332163,RY-CONT-00277490,RY-INTAKE-049,RY-OPP-00453026,2023-05-06,Accepted,2023-05-26
RY-APP-00334215,RY-CONT-00171765,RY-INTAKE-057,RY-OPP-00508150,2025-10-05,Under Review,2025-11-07
RY-APP-00334442,RY-CONT-00374345,RY-INTAKE-028,RY-OPP-00359348,2025-05-28,Withdrawn,2025-06-12
RY-APP-00335303,RY-CONT-00803158,RY-INTAKE-046,RY-OPP-00182888,2024-11-03,Withdrawn,2024-12-15
RY-APP-00335995,RY-CONT-01038912,RY-INTAKE-040,RY-OPP-00636282,2023-12-27,Accepted,2024-02-09
RY-APP-00344199,RY-CONT-01066849,RY-INTAKE-017,RY-OPP-00200292,2022-10-14,Under Review,2022-11-19
RY-APP-00347178,RY-CONT-00285073,RY-INTAKE-051,RY-OPP-00498806,2024-05-10,Submitted,2024-06-14
RY-APP-00352223,RY-CONT-00413114,RY-INTAKE-033,RY-OPP-00216430,2025-05-24,Under Review,2025-06-24
RY-APP-00354151,RY-CONT-00135843,RY-INTAKE-013,RY-OPP-00476014,2026-10-18,Under Review,2026-11-17
RY-APP-00355129,RY-CONT-00324185,RY-INTAKE-023,RY-OPP-00151598,2025-12-21,Withdrawn,2026-01-18
RY-APP-00358564,RY-CONT-00736407,RY-INTAKE-023,RY-OPP-00219461,2026-04-02,Submitted,2026-05-02
RY-APP-00358934,RY-CONT-00166134,RY-INTAKE-023,RY-OPP-00596173,2023-12-02,Submitted,2023-12-07
RY-APP-00361114,RY-CONT-00354118,RY-INTAKE-044,RY-OPP-00155225,2026-07-12,Submitted,2026-08-08
RY-APP-00364454,RY-CONT-00725111,RY-INTAKE-056,RY-OPP-00561908,2022-05-07,Accepted,2022-05-24
RY-APP-00369750,RY-CONT-00536482,RY-INTAKE-051,RY-OPP-00171865,2025-05-27,Withdrawn,2025-06-30
RY-APP-00373401,RY-CONT-01035195,RY-INTAKE-030,RY-OPP-00225566,2024-02-09,Withdrawn,2024-02-20
RY-APP-00373629,RY-CONT-01071243,RY-INTAKE-041,RY-OPP-00627233,2026-01-24,Under Review,2026-02-04
RY-APP-00375702,RY-CONT-00086886,RY-INTAKE-009,RY-OPP-00575231,2024-03-04,Withdrawn,2024-03-12
RY-APP-00376850,RY-CONT-00994042,RY-INTAKE-022,RY-OPP-00237744,2022-02-01,Under Review,2022-03-12
RY-APP-00379020,RY-CONT-00937927,RY-INTAKE-057,RY-OPP-00229057,2023-10-28,Submitted,2023-11-21
RY-APP-00379535,RY-CONT-00846872,RY-INTAKE-031,RY-OPP-00275009,2023-09-03,Submitted,2023-09-10
RY-APP-00383896,RY-CONT-00729860,RY-INTAKE-046,RY-OPP-00445002,2025-04-08,Submitted,2025-05-21
RY-APP-00386235,RY-CONT-00433930,RY-INTAKE-031,RY-OPP-00313051,2023-08-14,Accepted,2023-09-27
RY-APP-00390087,RY-CONT-00324185,RY-INTAKE-054,RY-OPP-00641237,2024-08-01,Under Review,2024-09-08
RY-APP-00404732,RY-CONT-00321710,RY-INTAKE-042,RY-OPP-00269434,2026-04-14,Under Review,2026-05-13
RY-APP-00406206,RY-CONT-00010617,RY-INTAKE-016,RY-OPP-00264905,2022-10-18,Declined,2022-11-08
RY-APP-00407252,RY-CONT-00729860,RY-INTAKE-033,RY-OPP-00028415,2024-06-29,Under Review,2024-07-11
RY-APP-00407277,RY-CONT-00324185,RY-INTAKE-044,RY-OPP-00511806,2022-08-13,Waitlisted,2022-09-01
RY-APP-00412992,RY-CONT-00324819,RY-INTAKE-014,RY-OPP-00149622,2024-10-01,Accepted,2024-10-19
RY-APP-00416596,RY-CONT-00916148,RY-INTAKE-025,RY-OPP-00597283,2025-05-19,Under Review,2025-06-20
RY-APP-00418758,RY-CONT-00715893,RY-INTAKE-026,RY-OPP-00173931,2026-09-12,Withdrawn,2026-10-26
RY-APP-00419813,RY-CONT-00612674,RY-INTAKE-030,RY-OPP-00140708,2022-03-08,Accepted,2022-03-30
RY-APP-00424086,RY-CONT-00879331,RY-INTAKE-031,RY-OPP-00318043,2023-12-11,Accepted,2024-01-01
RY-APP-00424496,RY-CONT-00475603,RY-INTAKE-030,RY-OPP-00007042,2025-09-05,Under Review,2025-09-18
RY-APP-00430324,RY-CONT-01067588,RY-INTAKE-019,RY-OPP-00186441,2022-07-13,Declined,2022-07-19
RY-APP-00430669,RY-CONT-00590309,RY-INTAKE-038,RY-OPP-00345464,2025-05-13,Withdrawn,2025-06-19
RY-APP-00432870,RY-CONT-00229799,RY-INTAKE-003,RY-OPP-00050175,2022-04-04,Accepted,2022-05-03
RY-APP-00436741,RY-CONT-00080790,RY-INTAKE-032,RY-OPP-00133023,2024-02-04,Declined,2024-02-26
RY-APP-00443541,RY-CONT-00004793,RY-INTAKE-017,RY-OPP-00463681,2024-08-31,Accepted,2024-09-23
RY-APP-00444477,RY-CONT-00706485,RY-INTAKE-037,RY-OPP-00540975,2025-08-20,Under Review,2025-09-17
RY-APP-00449958,RY-CONT-00814136,RY-INTAKE-026,RY-OPP-00407092,2023-04-14,Accepted,2023-05-10
RY-APP-00450104,RY-CONT-00620275,RY-INTAKE-021,RY-OPP-00513355,2024-05-21,Waitlisted,2024-06-13
RY-APP-00456208,RY-CONT-00736278,RY-INTAKE-013,RY-OPP-00171533,2025-05-02,Waitlisted,2025-06-12
RY-APP-00459292,RY-CONT-00266140,RY-INTAKE-052,RY-OPP-00059343,2022-03-17,Accepted,2022-04-15
RY-APP-00461107,RY-CONT-00533668,RY-INTAKE-056,RY-OPP-00242921,2023-02-22,Under Review,2023-03-09
RY-APP-00461429,RY-CONT-00728005,RY-INTAKE-054,RY-OPP-00573970,2025-10-11,Accepted,2025-11-04
RY-APP-00462089,RY-CONT-00587469,RY-INTAKE-030,RY-OPP-00419328,2026-06-17,Accepted,2026-07-13
RY-APP-00462598,RY-CONT-00514180,RY-INTAKE-026,RY-OPP-00051034,2024-11-04,Submitted,2024-11-30
RY-APP-00470542,RY-CONT-00612894,RY-INTAKE-037,RY-OPP-00318866,2022-06-27,Withdrawn,2022-07-12
RY-APP-00472675,RY-CONT-00184949,RY-INTAKE-044,RY-OPP-00127501,2022-10-13,Accepted,2022-10-31
RY-APP-00486212,RY-CONT-00324819,RY-INTAKE-044,RY-OPP-00427839,2022-05-01,Submitted,2022-05-12
RY-APP-00488949,RY-CONT-00460200,RY-INTAKE-032,RY-OPP-00534394,2024-01-10,Waitlisted,2024-01-30
RY-APP-00490678,RY-CONT-00725989,RY-INTAKE-028,RY-OPP-00063392,2024-06-17,Accepted,2024-07-14
