RY_External_ID__c,Name,Account_Key,Applicant_Key,Campaign_Key,Intake_Key,CloseDate,RY_Sample_Stage__c,RY_Expected_Value_ZAR__c
RYSCALE-OPP-000000053,DEMO Admission 000000053,RYSCALE-ACC-000000053,RYSCALE-CON-000000053,RYSCALE-CAM-000000053,RYSCALE-INT-000000901,2019-07-14,Application submitted,5900
RYSCALE-OPP-000000054,DEMO Admission 000000054,RYSCALE-ACC-000000054,RYSCALE-CON-000000054,RYSCALE-CAM-000000054,RYSCALE-INT-000000918,2020-02-15,Offer accepted,6900
RYSCALE-OPP-000000055,DEMO Admission 000000055,RYSCALE-ACC-000000055,RYSCALE-CON-000000055,RYSCALE-CAM-000000055,RYSCALE-INT-000000935,2020-02-16,Enquiry,7900
RYSCALE-OPP-000000056,DEMO Admission 000000056,RYSCALE-ACC-000000056,RYSCALE-CON-000000056,RYSCALE-CAM-000000056,RYSCALE-INT-000000952,2020-02-17,Enrolled,8900
RYSCALE-OPP-000000057,DEMO Admission 000000057,RYSCALE-ACC-000000057,RYSCALE-CON-000000057,RYSCALE-CAM-000000057,RYSCALE-INT-000000969,2020-02-18,Application submitted,9900
RYSCALE-OPP-000000058,DEMO Admission 000000058,RYSCALE-ACC-000000058,RYSCALE-CON-000000058,RYSCALE-CAM-000000058,RYSCALE-INT-000000986,2020-02-19,Offer accepted,10900
RYSCALE-OPP-000000059,DEMO Admission 000000059,RYSCALE-ACC-000000059,RYSCALE-CON-000000059,RYSCALE-CAM-000000059,RYSCALE-INT-000001003,2020-07-20,Enquiry,11900
RYSCALE-OPP-000000060,DEMO Admission 000000060,RYSCALE-ACC-000000060,RYSCALE-CON-000000060,RYSCALE-CAM-000000060,RYSCALE-INT-000001020,2020-07-01,Enrolled,12900
RYSCALE-OPP-000000061,DEMO Admission 000000061,RYSCALE-ACC-000000061,RYSCALE-CON-000000061,RYSCALE-CAM-000000061,RYSCALE-INT-000001037,2020-07-02,Application submitted,13900
RYSCALE-OPP-000000062,DEMO Admission 000000062,RYSCALE-ACC-000000062,RYSCALE-CON-000000062,RYSCALE-CAM-000000062,RYSCALE-INT-000001054,2020-07-03,Offer accepted,14900
RYSCALE-OPP-000000063,DEMO Admission 000000063,RYSCALE-ACC-000000063,RYSCALE-CON-000000063,RYSCALE-CAM-000000063,RYSCALE-INT-000001071,2020-07-04,Enquiry,15900
RYSCALE-OPP-000000064,DEMO Admission 000000064,RYSCALE-ACC-000000064,RYSCALE-CON-000000064,RYSCALE-CAM-000000064,RYSCALE-INT-000001088,2020-07-05,Enrolled,16900
RYSCALE-OPP-000000065,DEMO Admission 000000065,RYSCALE-ACC-000000065,RYSCALE-CON-000000065,RYSCALE-CAM-000000065,RYSCALE-INT-000001105,2021-02-06,Application submitted,4900
RYSCALE-OPP-000000066,DEMO Admission 000000066,RYSCALE-ACC-000000066,RYSCALE-CON-000000066,RYSCALE-CAM-000000066,RYSCALE-INT-000001122,2021-02-07,Offer accepted,5900
RYSCALE-OPP-000000067,DEMO Admission 000000067,RYSCALE-ACC-000000067,RYSCALE-CON-000000067,RYSCALE-CAM-000000067,RYSCALE-INT-000001139,2021-02-08,Enquiry,6900
RYSCALE-OPP-000000068,DEMO Admission 000000068,RYSCALE-ACC-000000068,RYSCALE-CON-000000068,RYSCALE-CAM-000000068,RYSCALE-INT-000001156,2021-02-09,application submited ,7900
RYSCALE-OPP-000000069,DEMO Admission 000000069,RYSCALE-ACC-000000069,RYSCALE-CON-000000069,RYSCALE-CAM-000000069,RYSCALE-INT-000001173,2021-02-10,Application submitted,8900
RYSCALE-OPP-000000070,DEMO Admission 000000070,RYSCALE-ACC-000000070,RYSCALE-CON-000000070,RYSCALE-CAM-000000070,RYSCALE-INT-000001190,2021-07-11,Offer accepted,9900
RYSCALE-OPP-000000071,DEMO Admission 000000071,RYSCALE-ACC-000000071,RYSCALE-CON-000000071,RYSCALE-CAM-000000071,RYSCALE-INT-000001207,2021-07-12,Enquiry,10900
RYSCALE-OPP-000000072,DEMO Admission 000000072,RYSCALE-ACC-000000072,RYSCALE-CON-000000072,RYSCALE-CAM-000000072,RYSCALE-INT-000001224,2021-07-13,Enrolled,11900
RYSCALE-OPP-000000073,DEMO Admission 000000073,RYSCALE-ACC-000000073,RYSCALE-CON-000000073,RYSCALE-CAM-000000073,RYSCALE-INT-000001241,2021-07-14,Application submitted,12900
RYSCALE-OPP-000000074,DEMO Admission 000000074,RYSCALE-ACC-000000074,RYSCALE-CON-000000074,RYSCALE-CAM-000000074,RYSCALE-INT-000001258,2021-07-15,Offer accepted,139000
RYSCALE-OPP-000000075,DEMO Admission 000000075,RYSCALE-ACC-000000075,RYSCALE-CON-000000075,RYSCALE-CAM-000000075,RYSCALE-INT-000001275,2022-02-16,Enquiry,14900
RYSCALE-OPP-000000076,DEMO Admission 000000076,RYSCALE-ACC-000000076,RYSCALE-CON-000000076,RYSCALE-CAM-000000076,RYSCALE-INT-000001292,2022-02-17,Enrolled,15900
RYSCALE-OPP-000000077,DEMO Admission 000000077,RYSCALE-ACC-000000077,RYSCALE-CON-000000077,RYSCALE-CAM-000000077,RYSCALE-INT-000001309,2022-02-18,Application submitted,16900
RYSCALE-OPP-000000078,DEMO Admission 000000078,RYSCALE-ACC-000000078,RYSCALE-CON-000000078,RYSCALE-CAM-000000078,RYSCALE-INT-000001326,2022-02-19,Offer accepted,4900
RYSCALE-OPP-000000079,DEMO Admission 000000079,RYSCALE-ACC-000000079,RYSCALE-CON-000000079,RYSCALE-CAM-000000079,RYSCALE-INT-000001343,2022-02-20,Enquiry,5900
RYSCALE-OPP-000000080,DEMO Admission 000000080,RYSCALE-ACC-000000080,RYSCALE-CON-000000080,RYSCALE-CAM-000000080,RYSCALE-INT-000001360,2022-02-01,Enrolled,6900
RYSCALE-OPP-000000081,DEMO Admission 000000081,RYSCALE-ACC-000000081,RYSCALE-CON-000000081,RYSCALE-CAM-000000081,RYSCALE-INT-000001377,2022-07-02,Application submitted,7900
RYSCALE-OPP-000000082,DEMO Admission 000000082,RYSCALE-ACC-000000082,RYSCALE-CON-000000082,RYSCALE-CAM-000000082,RYSCALE-INT-000001394,2099-01-01,Offer accepted,8900
RYSCALE-OPP-000000083,DEMO Admission 000000083,RYSCALE-ACC-000000083,RYSCALE-CON-000000083,RYSCALE-CAM-000000083,RYSCALE-INT-000001411,2022-07-04,Enquiry,9900
RYSCALE-OPP-000000084,DEMO Admission 000000084,RYSCALE-ACC-000000084,RYSCALE-CON-000000084,RYSCALE-CAM-000000084,RYSCALE-INT-000001428,2022-07-05,Enrolled,10900
RYSCALE-OPP-000000085,DEMO Admission 000000085,RYSCALE-ACC-000000085,RYSCALE-CON-000000085,RYSCALE-CAM-000000085,RYSCALE-INT-000001445,2022-07-06,application submited ,11900
RYSCALE-OPP-000000086,DEMO Admission 000000086,RYSCALE-ACC-000000086,RYSCALE-CON-000000086,RYSCALE-CAM-000000086,RYSCALE-INT-000001462,2023-02-07,Offer accepted,12900
RYSCALE-OPP-000000087,DEMO Admission 000000087,RYSCALE-ACC-000000087,RYSCALE-CON-000000087,RYSCALE-CAM-000000087,RYSCALE-INT-000001479,2023-02-08,Enquiry,13900
RYSCALE-OPP-000000088,DEMO Admission 000000088,RYSCALE-ACC-000000088,RYSCALE-CON-000000088,RYSCALE-CAM-000000088,RYSCALE-INT-000001496,2023-02-09,Enrolled,14900
RYSCALE-OPP-000000089,DEMO Admission 000000089,RYSCALE-ACC-000000089,RYSCALE-CON-000000089,RYSCALE-CAM-000000089,RYSCALE-INT-000001513,2023-02-10,Application submitted,15900
RYSCALE-OPP-000000090,DEMO Admission 000000090,RYSCALE-ACC-000000090,RYSCALE-CON-000000090,RYSCALE-CAM-000000090,RYSCALE-INT-000001530,2023-02-11,Offer accepted,16900
RYSCALE-OPP-000000091,DEMO Admission 000000091,RYSCALE-ACC-000000091,RYSCALE-CON-000000091,RYSCALE-CAM-000000091,RYSCALE-INT-000001547,2023-02-12,Enquiry,4900
RYSCALE-OPP-000000092,DEMO Admission 000000092,RYSCALE-ACC-000000092,RYSCALE-CON-000000092,RYSCALE-CAM-000000092,RYSCALE-INT-000001564,2023-07-13,Enrolled,5900
RYSCALE-OPP-000000093,DEMO Admission 000000093,RYSCALE-ACC-000000093,RYSCALE-CON-000000093,RYSCALE-CAM-000000093,RYSCALE-INT-000001581,2023-07-14,Application submitted,6900
RYSCALE-OPP-000000094,DEMO Admission 000000094,RYSCALE-ACC-000000094,RYSCALE-CON-000000094,RYSCALE-CAM-000000094,RYSCALE-INT-000001598,2023-07-15,Offer accepted,7900
RYSCALE-OPP-000000095,DEMO Admission 000000095,RYSCALE-ACC-000000095,RYSCALE-CON-000000095,RYSCALE-CAM-000000095,RYSCALE-INT-000001615,2023-07-16,Enquiry,8900
RYSCALE-OPP-000000096,DEMO Admission 000000096,RYSCALE-ACC-000000096,RYSCALE-CON-000000096,RYSCALE-CAM-000000096,RYSCALE-INT-000001632,2023-07-17,Enrolled,9900
RYSCALE-OPP-000000097,DEMO Admission 000000097,RYSCALE-ACC-000000097,RYSCALE-CON-000000097,RYSCALE-CAM-000000097,RYSCALE-INT-000001649,2024-02-18,Application submitted,10900
RYSCALE-OPP-000000098,DEMO Admission 000000098,RYSCALE-ACC-000000098,RYSCALE-CON-000000098,RYSCALE-CAM-000000098,RYSCALE-INT-000001666,2024-02-19,Offer accepted,11900
RYSCALE-OPP-000000099,DEMO Admission 000000099,RYSCALE-ACC-000000099,RYSCALE-CON-000000099,RYSCALE-CAM-000000099,RYSCALE-INT-000001683,2024-02-20,Enquiry,12900
RYSCALE-OPP-000000100,DEMO Admission 000000100,RYSCALE-ACC-000000100,RYSCALE-CON-000000100,RYSCALE-CAM-000000100,RYSCALE-INT-000001700,2024-02-01,Enrolled,13900
