RY_External_ID__c,Programme_Key,Title__c,Catalogue_Section__c,Delivery_Mode__c,Study_Pace__c,Duration_Value__c,Duration_Unit__c,Advertised_Fee_ZAR__c,Price_Status__c,Source_URL__c,Source_Refs__c,Observed_Date__c,Notes__c
RY-DIRTY-OFFER-011,RY-DIRTY-PROG-011,  HIGHER CERTIFICATE IN GRAPHIC DESIGN  ,On-campus,On-campus,Not stated,1,Years,,Enquire,https://www.redandyellow.co.za/on-campus,"A03,A04",2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. No visible start date; no intake fabricated.
RY-DIRTY-OFFER-012,RY-DIRTY-PROG-012,Higher Certificate in Marketing and Branding,On-campus,On-campus,Not stated,1,Years,,Enquire,https://www.redandyellow.co.za/on-campus,"A03,A04",2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. 
RY-DIRTY-OFFER-013,RY-DIRTY-PROG-013,Postgraduate Diploma in Management,On-campus,On-campus,Not stated,1,Years,,Enquire,https://www.redandyellow.co.za/on-campus,A04,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. 
RY-DIRTY-OFFER-014,RY-DIRTY-PROG-014,Postgraduate Diploma in Digital Marketing,On-campus,On-campus,Not stated,1,Years,,Enquire,https://www.redandyellow.co.za/on-campus,A04,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. 
RY-DIRTY-OFFER-015,RY-DIRTY-PROG-015,Advanced Diploma in Marketing & Advertising Communications,On-campus,On-campus,Not stated,1,Years,,Enquire,https://www.redandyellow.co.za/on-campus,A04,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. No visible start date; no intake fabricated.
RY-DIRTY-OFFER-016,RY-DIRTY-PROG-016,  DESIGN THINKING  ,Online education,Unconfirmed,Not stated,10,Weeks,135000,Published,https://www.redandyellow.co.za/online-ed,A05,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. Online education is the page section; actual delivery mode requires confirmation.
RY-DIRTY-OFFER-017,RY-DIRTY-PROG-017,Performance Marketing,Online education,Unconfirmed,Not stated,11,wks,135000,Published,https://www.redandyellow.co.za/online-ed,A05,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. Online education is the page section; actual delivery mode requires confirmation.
RY-DIRTY-OFFER-018,RY-DIRTY-PROG-018,Graphic Design Beginner,Online education,Unconfirmed,Not stated,16,Weeks,165000,Published,https://www.redandyellow.co.za/online-ed,A05,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. Online education is the page section; actual delivery mode requires confirmation.
RY-DIRTY-OFFER-019,RY-DIRTY-PROG-019,User Experience Design,Online education,Unconfirmed,Not stated,10,wks,,Not shown,https://www.redandyellow.co.za/online-ed,A05,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. Price not fully visible; not inferred from another listing. Online education is the page section; actual delivery mode requires confirmation.
RY-DIRTY-OFFER-020,RY-DIRTY-PROG-020,Business Analysis,Online education,Unconfirmed,Not stated,14,Weeks,149000,Published,https://www.redandyellow.co.za/online-ed,A05,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. Online education is the page section; actual delivery mode requires confirmation.
RY-DIRTY-OFFER-021,RY-DIRTY-PROG-021,  DATA ANALYSIS  ,Online education,Unconfirmed,Not stated,11,Weeks,135000,Published,https://www.redandyellow.co.za/online-ed,A05,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. Online education is the page section; actual delivery mode requires confirmation.
RY-DIRTY-OFFER-022,RY-DIRTY-PROG-022,Storytelling for Impact & Influence,Online education,Unconfirmed,Not stated,60,Weeks,6500,Published,https://www.redandyellow.co.za/online-ed,A06,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. Online education is the page section; actual delivery mode requires confirmation.
RY-DIRTY-OFFER-023,RY-DIRTY-PROG-023,Interior Decorating,online-ed,Unconfirmed,Not stated,11,wks,16500,Published,https://www.redandyellow.co.za/online-ed,A06,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. Online education is the page section; actual delivery mode requires confirmation.
RY-DIRTY-OFFER-024,RY-DIRTY-PROG-024,Creative Thinking,ONLINE EDUCATION ,Unconfirmed,Not stated,7,Weeks,4900,Published,https://www.redandyellow.co.za/online-ed,A06,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. Online education is the page section; actual delivery mode requires confirmation.
RY-DIRTY-OFFER-025,RY-DIRTY-PROG-025,Project Management,Online education,Unconfirmed,Not stated,11,Weeks,13500,Published,,A06,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. Online education is the page section; actual delivery mode requires confirmation.
RY-DIRTY-OFFER-026,RY-DIRTY-PROG-026,  MEDIA PLANNING  ,Online education,Unconfirmed,Parttime,10,Weeks,13500,Published,https://www.redandyellow.co.za/online-ed,A06,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. Online education is the page section; actual delivery mode requires confirmation.
RY-DIRTY-OFFER-027,RY-DIRTY-PROG-027,Mentorship,Online education,online,Not stated,6,wks,6500,Published,https://www.redandyellow.co.za/online-ed,A06,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. Online education is the page section; actual delivery mode requires confirmation.
RY-DIRTY-OFFER-028,RY-DIRTY-PROG-028,Sales & Account Management,Online education,Unconfirmed,Not stated,7,Weeks,4900,Published,https://www.redandyellow.co.za/online-ed,A07,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. Online education is the page section; actual delivery mode requires confirmation.
RY-DIRTY-OFFER-029,RY-DIRTY-PROG-029,Digital Content & Copywriting,Online education,Unconfirmed,Not stated,13,Weeks,14900,Published,https://www.redandyellow.co.za/online-ed,A07,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. Online education is the page section; actual delivery mode requires confirmation.
RY-DIRTY-OFFER-030,RY-DIRTY-PROG-030,Copywriting,Online education,Unconfirmed,Not stated,11,wks,13500,Published,https://www.redandyellow.co.za/online-ed,A07,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. Online education is the page section; actual delivery mode requires confirmation.
RY-DIRTY-OFFER-031,RY-DIRTY-PROG-031,  DATA VISUALISATION FOR DESIGNERS  ,Online education,Unconfirmed,Not stated,12,Weeks,16500,Published,https://www.redandyellow.co.za/online-ed,A07,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. Online education is the page section; actual delivery mode requires confirmation.
RY-DIRTY-OFFER-032,RY-DIRTY-PROG-032,Graphic Design Intermediate with Adobe Photoshop,Online education,Unconfirmed,Not stated,15,Weeks,16500,Published,https://www.redandyellow.co.za/online-ed,A07,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. Online education is the page section; actual delivery mode requires confirmation.
RY-DIRTY-OFFER-033,RY-DIRTY-PROG-033,Customer Experience,Online education,Unconfirmed,Not stated,11,Weeks,13500,Published,https://www.redandyellow.co.za/online-ed,A07,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. Online education is the page section; actual delivery mode requires confirmation.
RY-DIRTY-OFFER-034,RY-DIRTY-PROG-034,Data Analysis for Marketers,Online education,Unconfirmed,Not stated,11,Weeks,13500,Published,https://www.redandyellow.co.za/online-ed,A08,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. Online education is the page section; actual delivery mode requires confirmation.
RY-DIRTY-OFFER-035,RY-DIRTY-PROG-003,"Higher Occupational Certificate: Advertiser, Specialising in Digital Marketing",Online education,Unconfirmed,Not stated,1,yrs,,Enquire,https://www.redandyellow.co.za/online-ed,A08,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. Online education is the page section; actual delivery mode requires confirmation.
RY-DIRTY-OFFER-036,RY-DIRTY-PROG-035,  MARKETING STRATEGY  ,Online education,Unconfirmed,Not stated,6,Weeks,9000,Published,https://www.redandyellow.co.za/online-ed,A08,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. Online education is the page section; actual delivery mode requires confirmation.
RY-DIRTY-OFFER-037,RY-DIRTY-PROG-036,Digital Marketing Professional,Online education,Unconfirmed,Not stated,16,Weeks,,Not shown,https://www.redandyellow.co.za/online-ed,A08,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. Price not fully visible; not inferred from another listing. Online education is the page section; actual delivery mode requires confirmation.
RY-DIRTY-OFFER-038,RY-DIRTY-PROG-037,Social Media Marketing,Online education,Unconfirmed,Not stated,10,Weeks,,Not shown,https://www.redandyellow.co.za/online-ed,A08,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. Price not fully visible; not inferred from another listing. Online education is the page section; actual delivery mode requires confirmation.
RY-DIRTY-OFFER-039,RY-DIRTY-PROG-038,Desktop Publishing with InDesign,Online education,Unconfirmed,Not stated,11,Weeks,,Not shown,https://www.redandyellow.co.za/online-ed,A08,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. Price not fully visible; not inferred from another listing. Online education is the page section; actual delivery mode requires confirmation.
RY-DIRTY-OFFER-040,RY-DIRTY-PROG-039,Shopper Marketing,Online education,Unconfirmed,Not stated,11,Weeks,16500,Published,https://www.redandyellow.co.za/online-ed,A09,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. Online education is the page section; actual delivery mode requires confirmation.
RY-DIRTY-OFFER-041,RY-DIRTY-PROG-040,  PART-TIME POSTGRADUATE DIPLOMA IN MANAGEMENT  ,Online education,Unconfirmed,Part-time,2,Years,,Enquire,https://www.redandyellow.co.za/online-ed,A09,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. Online education is the page section; actual delivery mode requires confirmation.
RY-DIRTY-OFFER-042,RY-DIRTY-PROG-041,Part-Time Higher Certificate in Business Management,Online education,Unconfirmed,Part-time,2,Years,,Enquire,https://www.redandyellow.co.za/online-ed,A09,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. Online education is the page section; actual delivery mode requires confirmation.
RY-DIRTY-OFFER-043,RY-DIRTY-PROG-042,Part-Time Higher Certificate in Marketing and Branding,Online education,Unconfirmed,Part-time,2,Years,,Enquire,https://www.redandyellow.co.za/online-ed,A09,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. Online education is the page section; actual delivery mode requires confirmation.
RY-DIRTY-OFFER-044,RY-DIRTY-PROG-012,Higher Certificate in Marketing and Branding,Online education,Unconfirmed,Not stated,1,Years,,Enquire,https://www.redandyellow.co.za/online-ed,A09,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. Online education is the page section; actual delivery mode requires confirmation.
RY-DIRTY-OFFER-045,RY-DIRTY-PROG-009,Higher Certificate in Business Management,Online education,Unconfirmed,Not stated,1,Years,,Enquire,https://www.redandyellow.co.za/online-ed,A09,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. Online education is the page section; actual delivery mode requires confirmation.
RY-DIRTY-OFFER-046,RY-DIRTY-PROG-043,  BRAND AS CAPITAL  ,Online education,Unconfirmed,Not stated,7,Weeks,27000,Published,https://www.redandyellow.co.za/online-ed,A10,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. Online education is the page section; actual delivery mode requires confirmation. Executive education classification is proposed from course context; check official category.
RY-DIRTY-OFFER-047,RY-DIRTY-PROG-044,Rebel Leadership,Online education,Unconfirmed,Not stated,7,Weeks,27000,Published,https://www.redandyellow.co.za/online-ed,A10,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. Online education is the page section; actual delivery mode requires confirmation. Executive education classification is proposed from course context; check official category.
RY-DIRTY-OFFER-048,RY-DIRTY-PROG-045,Management Development Programme: Agency Leadership,Online education,Unconfirmed,Not stated,6,Months,36500,Published,https://www.redandyellow.co.za/online-ed,A10,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. Online education is the page section; actual delivery mode requires confirmation. Executive education classification is proposed from course context; check official category.
RY-DIRTY-OFFER-049,RY-DIRTY-PROG-046,Sports Sponsorship Marketing,Online education,Unconfirmed,Not stated,10,Weeks,,Not shown,https://www.redandyellow.co.za/online-ed,A10,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. Price not fully visible; not inferred from another listing. Online education is the page section; actual delivery mode requires confirmation.
RY-DIRTY-OFFER-050,RY-DIRTY-PROG-047,Sustainable Marketing,Online education,Unconfirmed,Not stated,9,Weeks,,Not shown,https://www.redandyellow.co.za/online-ed,A10,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. Price not fully visible; not inferred from another listing. Online education is the page section; actual delivery mode requires confirmation.
RY-DIRTY-OFFER-051,RY-DIRTY-PROG-048,  OPERATIONAL FINANCE  ,Online education,Unconfirmed,Not stated,11,Weeks,13500,Published,https://www.redandyellow.co.za/online-ed,A10,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. Online education is the page section; actual delivery mode requires confirmation.
RY-DIRTY-OFFER-052,RY-DIRTY-PROG-049,Part-Time Postgraduate Diploma in Digital Marketing,Online education,Unconfirmed,Part-time,2,Years,,Enquire,https://www.redandyellow.co.za/online-ed,A11,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. Online education is the page section; actual delivery mode requires confirmation.
RY-DIRTY-OFFER-053,RY-DIRTY-PROG-050,Part-Time Higher Certificate in Graphic Design,Online education,Unconfirmed,Part-time,1,Years,,Enquire,https://www.redandyellow.co.za/online-ed,A11,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. Screenshot says 1 year; retained as shown despite other part-time certificates showing 2 years. Online education is the page section; actual delivery mode requires confirmation.
RY-DIRTY-OFFER-054,RY-DIRTY-PROG-051,Strategic Foresight for Leaders,Online education,Unconfirmed,Not stated,7,Weeks,27000,Published,https://www.redandyellow.co.za/online-ed,A11,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. Online education is the page section; actual delivery mode requires confirmation. Executive education classification is proposed from course context; check official category.
RY-DIRTY-OFFER-055,RY-DIRTY-PROG-052,AI & Executive Judgement,Online education,Unconfirmed,Not stated,7,Weeks,27000,Published,https://www.redandyellow.co.za/online-ed,"A11,B01",2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. Online education is the page section; actual delivery mode requires confirmation. Executive education classification is proposed from course context; check official category.
RY-DIRTY-OFFER-056,RY-DIRTY-PROG-053,  PEOPLE MANAGEMENT  ,Online education,Unconfirmed,Not stated,11,Weeks,13500,Published,https://www.redandyellow.co.za/online-ed,"A11,B01",2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. Online education is the page section; actual delivery mode requires confirmation.
RY-DIRTY-OFFER-057,RY-DIRTY-PROG-054,Public Relations,Online education,Unconfirmed,Not stated,11,Weeks,16500,Published,https://www.redandyellow.co.za/online-ed,"A11,B01",2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. Online education is the page section; actual delivery mode requires confirmation.
RY-DIRTY-OFFER-058,RY-DIRTY-PROG-055,Account Leadership,Online education,Unconfirmed,Not stated,13,Weeks,13500,Published,https://www.redandyellow.co.za/online-ed,B01,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. No visible start date; no intake fabricated. Online education is the page section; actual delivery mode requires confirmation.
RY-DIRTY-OFFER-059,RY-DIRTY-PROG-056,B2B Marketing,Online education,Unconfirmed,Not stated,11,Weeks,13500,Published,https://www.redandyellow.co.za/online-ed,B01,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. No visible start date; no intake fabricated. Online education is the page section; actual delivery mode requires confirmation.
RY-DIRTY-OFFER-060,RY-DIRTY-PROG-057,AI for Copywriting,Online education,Unconfirmed,Not stated,2,Weeks,1900,Published,https://www.redandyellow.co.za/online-ed,B01,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. No visible start date; no intake fabricated. Online education is the page section; actual delivery mode requires confirmation.
RY-DIRTY-OFFER-061,RY-DIRTY-PROG-058,AI for Design Thinking,Online education,Unconfirmed,Not stated,2,Weeks,1900,Published,https://www.redandyellow.co.za/online-ed,B02,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. No visible start date; no intake fabricated. Online education is the page section; actual delivery mode requires confirmation.
RY-DIRTY-OFFER-062,RY-DIRTY-PROG-059,AI for Educators,Online education,Unconfirmed,Not stated,1,Weeks,1900,Published,https://www.redandyellow.co.za/online-ed,B02,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. No visible start date; no intake fabricated. Online education is the page section; actual delivery mode requires confirmation.
RY-DIRTY-OFFER-063,RY-DIRTY-PROG-060,AI for HR,Online education,Unconfirmed,Not stated,2,Weeks,1900,Published,https://www.redandyellow.co.za/online-ed,B02,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. No visible start date; no intake fabricated. Online education is the page section; actual delivery mode requires confirmation.
RY-DIRTY-OFFER-064,RY-DIRTY-PROG-061,AI for Management Insights,Online education,Unconfirmed,Not stated,2,Weeks,1900,Published,https://www.redandyellow.co.za/online-ed,B02,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. No visible start date; no intake fabricated. Online education is the page section; actual delivery mode requires confirmation.
RY-DIRTY-OFFER-065,RY-DIRTY-PROG-062,AI for User Experience,Online education,Unconfirmed,Not stated,2,Weeks,1900,Published,https://www.redandyellow.co.za/online-ed,B02,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. No visible start date; no intake fabricated. Online education is the page section; actual delivery mode requires confirmation.
RY-DIRTY-OFFER-066,RY-DIRTY-PROG-063,Prompt Engineering,Online education,Unconfirmed,Not stated,2,Weeks,1900,Published,https://www.redandyellow.co.za/online-ed,B02,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. No visible start date; no intake fabricated. Online education is the page section; actual delivery mode requires confirmation.
RY-DIRTY-OFFER-067,RY-DIRTY-PROG-064,Responsible Advertising and the Advertising Regulatory Board,Online education,Unconfirmed,Not stated,3,Weeks,1900,Published,https://www.redandyellow.co.za/online-ed,B03,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. No visible start date; no intake fabricated. Online education is the page section; actual delivery mode requires confirmation.
RY-DIRTY-OFFER-068,RY-DIRTY-PROG-065,Responsible Influencer Marketing,Online education,Unconfirmed,Not stated,1,Hours,250,Published,https://www.redandyellow.co.za/online-ed,B03,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. No visible start date; no intake fabricated. Online education is the page section; actual delivery mode requires confirmation.
RY-DIRTY-OFFER-069,RY-DIRTY-PROG-066,AI for Graphic Designers,Online education,Unconfirmed,Not stated,2,Weeks,1900,Published,https://www.redandyellow.co.za/online-ed,B03,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. No visible start date; no intake fabricated. Online education is the page section; actual delivery mode requires confirmation.
RY-DIRTY-OFFER-070,RY-DIRTY-PROG-067,Generative AI for Business,Online education,Unconfirmed,Not stated,11,Weeks,13500,Published,https://www.redandyellow.co.za/online-ed,B03,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. No visible start date; no intake fabricated. Online education is the page section; actual delivery mode requires confirmation.
RY-DIRTY-OFFER-071,RY-DIRTY-PROG-068,Work Readiness,Online education,Unconfirmed,Not stated,8,Weeks,9900,Published,https://www.redandyellow.co.za/online-ed,B03,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. No visible start date; no intake fabricated. Online education is the page section; actual delivery mode requires confirmation.
RY-DIRTY-OFFER-072,RY-DIRTY-PROG-069,Instructional Design,Online education,Unconfirmed,Not stated,12,Weeks,13500,Published,https://www.redandyellow.co.za/online-ed,B03,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. No visible start date; no intake fabricated. Online education is the page section; actual delivery mode requires confirmation.
RY-DIRTY-OFFER-073,RY-DIRTY-PROG-070,Customer Service Course,Online education,Unconfirmed,Not stated,7,Weeks,4900,Published,https://www.redandyellow.co.za/online-ed,B04,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. No visible start date; no intake fabricated. Online education is the page section; actual delivery mode requires confirmation.
RY-DIRTY-OFFER-074,RY-DIRTY-PROG-071,Digital Marketing,Online education,Unconfirmed,Not stated,10,Weeks,16500,Published,https://www.redandyellow.co.za/online-ed,B04,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. No visible start date; no intake fabricated. Online education is the page section; actual delivery mode requires confirmation.
RY-DIRTY-OFFER-075,RY-DIRTY-PROG-072,Search Engine Optimisation,Online education,Unconfirmed,Not stated,10,Weeks,13500,Published,https://www.redandyellow.co.za/online-ed,B04,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. No visible start date; no intake fabricated. Online education is the page section; actual delivery mode requires confirmation.
RY-DIRTY-OFFER-076,RY-DIRTY-PROG-073,Front-End Web Development,Online education,Unconfirmed,Not stated,11,Weeks,16500,Published,https://www.redandyellow.co.za/online-ed,B04,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. No visible start date; no intake fabricated. Online education is the page section; actual delivery mode requires confirmation.
RY-DIRTY-OFFER-077,RY-DIRTY-PROG-074,Website Design,Online education,Unconfirmed,Not stated,11,Weeks,16500,Published,https://www.redandyellow.co.za/online-ed,B04,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. No visible start date; no intake fabricated. Online education is the page section; actual delivery mode requires confirmation.
RY-DIRTY-OFFER-078,RY-DIRTY-PROG-075,MarTech & CRM Strategy,Online education,Unconfirmed,Not stated,11,Weeks,13500,Published,https://www.redandyellow.co.za/online-ed,B04,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. No visible start date; no intake fabricated. Online education is the page section; actual delivery mode requires confirmation.
